id,titulo,orientacion,carrera,resolucion,modalidad,institucion_id
715,CONTADOR/A PÚBLICO/A,,,C.S.,PRESENCIAL,8
716,DISEÑADOR/A DE INDUMENTARIA,,DISEÑO DE INDUMENTARIA,R.M./3903/2017 - R.M./1586/2018,PRESENCIAL,8
717,DISEÑADOR/A DE SONIDO,,DISEÑO DE IMAGEN Y SONIDO,R.M./4793/2017,PRESENCIAL,8
718,DISEÑADOR/A GRÁFICO/A,,,R.M.0731/04,PRESENCIAL,8
719,DISEÑADOR/A INDUSTRIAL,,,R.M.0049/99,PRESENCIAL,8
720,DISEÑADOR/A  INDUSTRIAL,,DISEÑO INDUSTRIAL,R.M./671/2018,PRESENCIAL,8
721,DISEÑADOR/A TEXTIL,,DISEÑO TEXTIL,R.M./3891/2017 - R.M./636/2018,PRESENCIAL,8
722,DISEÑADOR DE IMAGEN Y SONIDO,,,R.M.0732/04,PRESENCIAL,8
723,DISEÑADOR DE INDUMENTARIA,,,R.M.0783/04,PRESENCIAL,8
724,DISEÑADOR/ GRAFICO/A,,DISEÑO GRÁFICO,R.M./133/2019,PRESENCIAL,8
725,DISEÑADOR TEXTIL,,,R.M.0751/04,PRESENCIAL,8
726,FARMACÉUTICO/A,,FARMACIA,R.M.1382/83 - R.M./1256/2012,PRESENCIAL,8
727,FARMACÉUTICO/A,,FARMACIA,R.M./1136/2017,PRESENCIAL,8
728,INGENIERO/A AGRIMENSOR/A,,INGENIERÍA EN AGRIMENSURA,R.M./313/2018,PRESENCIAL,8
729,INGENIERO/A AGRÓNOMO/A,,AGRONOMIA,R.M.1214/83 - R.M./54/2012,PRESENCIAL,8
730,INGENIERO/A AGRÓNOMO/A,,AGRONOMÍA,R.M./2740/2017,PRESENCIAL,8
731,INGENIERO/A ELECTRICISTA,,INGENIERÍA ELECTRICISTA,R.M./212/2018,PRESENCIAL,8
732,INGENIERO/A ELECTRICISTA,,INGENIERÍA ELECTRICISTA,R.M./515/2021,PRESENCIAL,8
733,INGENIERO/A  ELECTRÓNICO/A,,INGENIERÍA ELECTRÓNICA,R.M./307/2018,PRESENCIAL,8
734,INGENIERO/A ELECTRÓNICO/A,,,R.M.0525/88,PRESENCIAL,8
735,INGENIERO/A EN PETRÓLEO,,INGENIERÍA EN PETRÓLEO,R.M./4794/2017,PRESENCIAL,8
736,INGENIERO/A INDUSTRIAL,,INGENIERIA INDUSTRIAL,R.M.0525/88 - R.M./845/2013,PRESENCIAL,8
737,INGENIERO/A INDUSTRIAL,,INGENIERIA CIVIL,R.M.0525/88 - R.M./539/2013,PRESENCIAL,8
738,INGENIERO/A QUÍMICO/A,,,R.M.0525/88,PRESENCIAL,8
739,INGENIERO ELECTRICISTA,,,R.M.0525/88,PRESENCIAL,8
740,INGENIERO GEODESTA-GEOFISICO,,,C.S.,PRESENCIAL,8
741,INGENIERO HIDROGRAFO,,,C.S.,PRESENCIAL,8
742,INGENIERO MECÁNICO,,,R.M.0525/88,PRESENCIAL,8
743,INGENIERO NAVAL,,,R.M.0525/88,PRESENCIAL,8
744,INGENIERO NAVAL Y MECANICO,,,R.M.0525/88,PRESENCIAL,8
745,INGENIERO SANITARIO,,,R.M.0841/88,PRESENCIAL,8
746,LICENCIADO/A EN ADMINISTRACIÓN,,,C.S.,PRESENCIAL,8
747,LICENCIADO/A EN ADMINISTRACIÓN,,LICENCIATURA EN ADMINISTRACIÓN,R.M./986/2017,PRESENCIAL,8
748,LICENCIADO/A EN ANÁLISIS DE SISTEMAS,,,R.M.0670/89,PRESENCIAL,8
749,"LICENCIADO/A EN ARTES (CON ORIENTACIÓN EN ARTES VISUALES, MÚSICA, ARTES ESCÉNICAS, CINE Y ARTES AUDIOVISUALES, ARTE LATINOAMERICANO Y ARGENTINO, ARTE MODERNO Y CONTEMPORÁNEO)","ARTES VISUALES, MÚSICA, ARTES ESCÉNICAS, CINE Y ARTES AUDIOVISUALES, ARTE LATINOAMERICANO Y ARGENTINO, ARTE MODERNO Y CONTEMPORÁNEO)",LICENCIATURA EN ARTES,R.M./498/2021,PRESENCIAL,8
750,LICENCIADO/A EN CIENCIA POLÍTICA,,LICENCIATURA EN CIENCIA POLÍTICA,R.M./538/2019,PRESENCIAL,8
751,LICENCIADO/A EN CIENCIAS AMBIENTALES,,LICENCIATURA EN CIENCIAS AMBIENTALES,R.M./1627/2018 - R.M./957/2020,PRESENCIAL,8
752,LICENCIADO/A EN CIENCIAS AMBIENTALES,,LICENCIATURA EN CIENCIAS AMBIENTALES,R.M./516/2013,PRESENCIAL,8
753,LICENCIADO/A EN CIENCIAS DE LA ATMÓSFERA,,LICENCIATURA EN CIENCIAS DE LA ATMÓSFERA,R.M./3884/2017,PRESENCIAL,8
754,LICENCIADO/A EN CIENCIAS DE LA EDUCACIÓN,,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,R.M./2879/2017,PRESENCIAL,8
755,LICENCIADO/A EN CIENCIAS DE LA EDUCACIÓN,,,C.S.,PRESENCIAL,8
756,LICENCIADO/A EN CIENCIAS FÍSICAS,,LICENCIATURA EN CIENCIAS FÍSICAS,R.M./4752/2017,PRESENCIAL,8
757,LICENCIADO/A EN CIENCIAS OCEANOGRÁFICAS,,LICENCIATURA EN CIENCIAS OCEANOGRÁFICAS,R.M./1067/2018 - R.M./3817/2019,PRESENCIAL,8
758,LICENCIADO/A EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,R.M./312/2018,PRESENCIAL,8
759,LICENCIADO/A EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,R.M./453/2021,PRESENCIAL,8
760,LICENCIADO/A EN ECONOMÍA,,LICENCIATURA EN ECONOMÍA,C.S. - R.M./1029/2014,PRESENCIAL,8
761,LICENCIADO/A EN ECONOMÍA Y ADMINISTRACIÓN AGRARIAS,,LICENCIATURA EN ECONOMÍA Y ADMINISTRACIÓN AGRARIAS,R.M./2486/2018,PRESENCIAL,8
762,LICENCIADO/A EN ENFERMERÍA,,,R.M.1212/83,PRESENCIAL,8
763,LICENCIADO/A EN FILOSOFÍA,,,C.S.,PRESENCIAL,8
764,LICENCIADO/A EN GEOGRAFÍA,,,C.S.,PRESENCIAL,8
765,LICENCIADO/A EN GESTIÓN DE AGROALIMENTOS,,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,R.M./279/2018,PRESENCIAL,8
766,LICENCIADO/A EN GESTIÓN DE AGROALIMENTOS,,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,R.M./530/2019,PRESENCIAL,8
767,LICENCIADO/A EN GESTIÓN UNIVERSITARIA,,LICENCIATURA EN GESTIÓN UNIVERSITARIA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1110/2018 - R.M./2781/2019,PRESENCIAL,8
768,LICENCIADO/A EN HISTORIA,,,C.S.,PRESENCIAL,8
769,LICENCIADO/A EN MUSICOTERAPIA,,LICENCIATURA EN MUSICOTERAPIA,R.M./1169/2018,PRESENCIAL,8
770,LICENCIADO/A EN NUTRICIÓN,,,R.M.0637/09,PRESENCIAL,8
771,LICENCIADO/A EN OBSTETRICIA,,LICENCIATURA EN OBSTETRICIA,R.M./100/2013,PRESENCIAL,8
772,LICENCIADO/A EN PRODUCCIÓN DE BIOIMÁGENES,,LICENCIATURA EN PRODUCCIÓN DE BIOIMÁGENES - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1100/2018,PRESENCIAL,8
773,LICENCIADO/A  EN PSICOLOGÍA,,,C.S.,PRESENCIAL,8
774,LICENCIADO/A EN TRABAJO SOCIAL,,TRABAJO SOCIAL,R.M./2453/2013,PRESENCIAL,8
775,LICENCIADO EN CIENCIAS ANTROPOLOGICAS,,,C.S.,PRESENCIAL,8
776,LICENCIADO EN CIENCIAS BIOLÓGICAS,,,R.M.1541/83,PRESENCIAL,8
777,LICENCIADO EN CIENCIAS DE LA ATMÓSFERA,,LICENCIATURA EN CIENCIAS DE LA ATMÓSFERA,R.M./775/2015,PRESENCIAL,8
778,LICENCIADO EN CIENCIAS DE LA COMPUTACIÓN,,,R.M.0267/83,PRESENCIAL,8
779,LICENCIADO EN CIENCIAS FISICAS,,,R.M.1541/83,PRESENCIAL,8
780,LICENCIADO EN CIENCIAS GEOLÓGICAS,,,R.M.1541/83,PRESENCIAL,8
781,LICENCIADO EN CIENCIAS MATEMÁTICAS,,LICENCIATURA EN CIENCIAS MATEMÁTICAS,R.M.1541/83 - R.M./2528/2015,PRESENCIAL,8
782,LICENCIADO EN CIENCIAS QUÍMICAS,,,R.M.1541/83 - R.M.0553/83,PRESENCIAL,8
783,LICENCIADO EN CIENCIAS QUIMICAS - ORIENTACION ANALISIS BIOLOGICOS, ANALISIS BIOLOGICOS,,R.M.1541/83 - R.M.0553/83,PRESENCIAL,8
784,LICENCIADO EN CIENCIAS QUIMICAS - ORIENTACION BROMATOLOGIA Y TECNOLOGIA EN ALIMENTOS,BROMATOLOGIA Y TECNOLOGIA EN ALIMENTOS,,R.M.1541/83 - R.M.0553/83,PRESENCIAL,8
785,LICENCIADO EN CIENCIAS QUIMICAS - ORIENTACION QUIMICA ANALITICA,QUIMICA ANALITICA,,R.M.0553/83,PRESENCIAL,8
786,LICENCIADO EN CIENCIAS QUIMICAS - ORIENTACION QUIMICA BIOLOGICA,QUIMICA BIOLOGICA,,R.M.0553/83,PRESENCIAL,8
787,LICENCIADO EN CIENCIAS QUIMICAS - ORIENTACION QUIMICA FISICA, QUIMICA FISICA,,R.M.0553/83,PRESENCIAL,8
788,LICENCIADO EN CIENCIAS QUIMICAS - ORIENTACION QUIMICA INDUSTRIAL,QUIMICA INDUSTRIAL,,R.M.0553/83,PRESENCIAL,8
789,LICENCIADO EN CIENCIAS QUIMICAS - ORIENTACION QUIMICA ORGANICA, QUIMICA ORGANICA,,R.M.0265/83,PRESENCIAL,8
790,LICENCIADO EN ECONOMIA Y ADMINISTRACION AGRARIAS,,LICENCIATURA EN ECONOMÍA Y ADMINISTRACIÓN AGRARIAS,R.M./101/2011,PRESENCIAL,8
791,LICENCIADO EN FONOAUDIOLOGÍA,,,R.M.0152/96,PRESENCIAL,8
792,LICENCIADO EN KINESIOLOGIA,,,R.M.1212/83,PRESENCIAL,8
793,LICENCIADO EN LETRAS,,,C.S.,PRESENCIAL,8
794,LICENCIADO EN METEOROLOGIA O EN CIENCIAS METEOROLOGICAS,,,R.M.1541/83,PRESENCIAL,8
795,LICENCIADO EN MUSICOTERAPIA,,,R.M.0742/09,PRESENCIAL,8
796,LICENCIADO EN PALEONTOLOGIA,,LICENCIATURA EN PALEONTOLOGÍA,R.M./922/2014,PRESENCIAL,8
797,LICENCIADO EN PLANIFICACION Y DISEÑO DEL PAISAJE,,,R.M.1266/05,PRESENCIAL,8
798,LICENCIADO EN SERVICIO SOCIAL DE SALUD,,,R.M.1212/83,PRESENCIAL,8
799,LICENCIADO EN SISTEMAS DE INFORMACION DE LAS ORGANIZACIONES,,,R.M.1878/94,PRESENCIAL,8
800,LICENCIADO EN SOCIOLOGÍA,,,C.S.,PRESENCIAL,8
801,LICENCIADO EN TERAPIA OCUPACIONAL,,,R.M.0623/08,PRESENCIAL,8
802,MÉDICO/A,,,R.M.1212/83,PRESENCIAL,8
803,MÉDICO/A VETERINARIO/A,,,C.S.,PRESENCIAL,8
804,MUSICOTERAPEUTA,,MUSICOTERAPIA,R.M./1198/2014,PRESENCIAL,8
805,ODONTÓLOGO/A,,ODONTOLOGÍA,R.M./2393/2019,PRESENCIAL,8
806,ODONTÓLOGO/A,,,R.M.0554/83,PRESENCIAL,8
807,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN PSICOLOGÍA,,PROFESORADO DE ENSEÑANZA MEDIA Y SUPERIOR EN PSICOLOGÍA,R.M./1658/2014 - D./1400/2019,PRESENCIAL,8
808,PROFESOR/A DE ENSEÑANZA SECUNDARIA Y SUPERIOR EN ARTES (ORIENTACIÓN EN AV EN CINE Y ARTES  EN MÚSICA ARTE MODERNO Y CONTEMPORÁNEO) ARTE LATINOAMERICANO Y ARGENTINO ARTES ESCÉNICAS AV,AV EN CINE Y ARTES  EN MÚSICA ARTE MODERNO Y CONTEMPORÁNEO) ARTE LATINOAMERICANO Y ARGENTINO ARTES ESCÉNICAS AV,PROFESORADO DE ENSEÑANZA SECUNDARIA Y SUPERIOR EN ARTES,R.M./1780/2020,PRESENCIAL,8
809,PROFESOR/A DE ENSEÑANZA SECUNDARIA Y SUPERIOR EN FILOSOFÍA,,PROFESORADO EN FILOSOFÍA,R.M./4048/2017,PRESENCIAL,8
810,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN CIENCIA POLITICA,,,R.M.1803/08,PRESENCIAL,8
811,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN CIENCIAS DE LA ATMÓSFERA,,PROFESORADO DE ENSEÑANZA MEDIA Y SUPERIOR EN CIENCIAS DE LA ATMÓSFERA,R.M./1862/2014,PRESENCIAL,8
812,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN CIENCIAS DE LA COMUNICACIÓN SOCIAL,,,R.M.0961/05,PRESENCIAL,8
813,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN FÍSICA,,PROFESORADO DE ENSEÑANZA MEDIA Y SUPERIOR EN FÍSICA,R.M./1699/2014,PRESENCIAL,8
814,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN MATEMÁTICA,,PROFESORADO DE ENSEÑANZA MEDIA Y SUPERIOR EN MATEMÁTICA,R.M./1589/2014,PRESENCIAL,8
815,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN QUIMICA,,PROFESORADO DE ENSEÑANZA MEDIA Y SUPERIOR EN QUÍMICA,R.M./368/2014,PRESENCIAL,8
816,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN RELACIONES DEL TRABAJO,,,R.M.0153/09,PRESENCIAL,8
817,PROFESOR DE ENSEÑANZA MEDIA Y SUPERIOR EN TRABAJO SOCIAL,,,R.M.0062/09,PRESENCIAL,8
818,PROFESOR PARA LA ENSEÑANZA MEDIA Y SUPERIOR EN CIENCIAS JURIDICAS,,,R.M.1909/07,PRESENCIAL,8
819,TRADUCTOR/A PÚBLICO/A EN IDIOMA (IDIOMA EXTRANJERO EN EL QUE SE HAYA ESPECIALIZADO EL ESTUDIANTE),,TRADUCTORADO PÚBLICO,R.M./1243/2014 - D./1325/2019,PRESENCIAL,8
820,TRADUCTOR PUBLICO,,,C.S.,PRESENCIAL,8
821,VETERINARIO/A,,VETERINARIA,R.M./1867/2017,PRESENCIAL,8
822,VETERINARIO/A,,VETERINARIA,R.M./834/2012,PRESENCIAL,8
823,ABOGADO ESPECIALISTA EN DERECHO DE LA ADMINISTRACION PUBLICA,,,C.S,PRESENCIAL,1
824,ABOGADO ESPECIALISTA EN DERECHO PUBLICO,,,R.M.1234/95,PRESENCIAL,1
825,BIOQUÍMICO ESPECIALISTA EN HEMATOLOGÍA,,ESPECIALIZACIÓN EN HEMATOLOGÍA,R.M./1567/2016,PRESENCIAL,1
826,DIPLOMADO EN SALUD PUBLICA,,,C.S,PRESENCIAL,1
827,DOCTOR/A EN ARTES,,DOCTORADO EN ARTES,R.M./1915/2019,PRESENCIAL,1
828,DOCTOR/A EN ASTRONOMÍA,,DOCTORADO EN ASTRONOMÍA,R.M./1747/2016 - R.M./1479/2019,PRESENCIAL,1
829,DOCTOR/A EN ASTRONOMÍA,,DOCTORADO EN ASTRONOMÍA,R.M./238/2017,PRESENCIAL,1
830,DOCTOR/A EN ASTRONOMÍA,,,O.C.S.0006/56,PRESENCIAL,1
831,DOCTOR/A EN ASTRONOMÍA,,DOCTORADO EN ASTRONOMÍA,R.M./1495/2017,PRESENCIAL,1
832,DOCTOR/A EN CIENCIA POLÍTICA,,DOCTORADO EN CIENCIA POLÍTICA,R.M./656/2017,PRESENCIAL,1
833,DOCTOR/A EN CIENCIA POLÍTICA,,,R.M.0844/07,PRESENCIAL,1
834,DOCTOR/A EN CIENCIA POLÍTICA,,DOCTORADO EN CIENCIA POLÍTICA,R.M./840/2016,PRESENCIAL,1
835,DOCTOR/A EN CIENCIAS DE LA EDUCACIÓN,,DOCTORADO EN CIENCIAS DE LA EDUCACIÓN,R.M./1548/2018,PRESENCIAL,1
836,DOCTOR/A EN CIENCIAS DE MATERIALES,,DOCTORADO EN CIENCIAS DE MATERIALES,R.M./1089/2018,PRESENCIAL,1
837,DOCTOR/A EN EDUCACIÓN EN CIENCIAS BÁSICAS Y TECNOLOGÍA,,DOCTORADO EN EDUCACIÓN EN CIENCIAS BÁSICAS Y TECNOLOGÍA,R.M./1556/2018,PRESENCIAL,1
838,DOCTOR/A EN ESTUDIOS DE GÉNERO,,DOCTORADO EN ESTUDIOS DE GÉNERO,R.M./1017/2021,PRESENCIAL,1
839,DOCTOR/A EN FILOSOFÍA,,DOCTORADO EN FILOSOFÍA,R.M./228/2018,PRESENCIAL,1
840,DOCTOR/A EN FILOSOFÍA,,DOCTORADO EN FILOSOFÍA,C.S - R.M./1322/2014 - R.M./2088/2014 - R.M./2089/2014,PRESENCIAL,1
841,DOCTOR/A EN FILOSOFÍA,,DOCTORADO EN FILOSOFÍA,R.M./1322/2014 - R.M./2089/2014 - R.M./200/2017 - R.M./2088/2014,PRESENCIAL,1
842,DOCTOR/A EN FILOSOFÍA,,DOCTORADO EN FILOSOFÍA,R.M./1112/2018,PRESENCIAL,1
843,DOCTOR/A EN GEOMÁTICA Y SISTEMAS ESPACIALES,,DOCTORADO EN GEOMÁTICA Y SISTEMAS ESPACIALES,R.M./2221/2019 - R.M./1018/2020,PRESENCIAL,1
844,DOCTOR/A EN HISTORIA,,DOCTORADO EN HISTORIA,R.M./1391/2018,PRESENCIAL,1
845,DOCTOR/A EN HISTORIA,,DOCTORADO EN HISTORIA,C.S - R.M./2084/2014 - R.M./1494/2016 - R.M./2085/2014 - R.M./253/2017,PRESENCIAL,1
846,DOCTOR/A EN LETRAS,,DOCTORADO EN LETRAS,R.M./2546/2019,PRESENCIAL,1
847,DOCTOR/A EN MEDICINA Y CIRUGÍA,,DOCTORADO EN MEDICINA Y CIRUGÍA,R.M./2978/2019,PRESENCIAL,1
848,DOCTOR/A EN NEUROCIENCIAS,,DOCTORADO EN NEUROCIENCIAS,R.M./2547/2019,PRESENCIAL,1
849,DOCTOR/A EN ODONTOLOGÍA,,DOCTORADO EN ODONTOLOGÍA,R.M./4294/2019,PRESENCIAL,1
850,DOCTOR/A EN PSICOLOGÍA,,DOCTORADO EN PSICOLOGÍA,R.M./2735/2019,PRESENCIAL,1
851,DOCTOR/A EN PSICOLOGÍA,,DOCTORADO EN PSICOLOGÍA,R.M./887/2017,PRESENCIAL,1
852,DOCTOR/A EN PSICOLOGÍA,,DOCTORADO EN PSICOLOGÍA,R.M./4363/2017,PRESENCIAL,1
853,DOCTOR/A EN PSICOLOGÍA,,,C.S,PRESENCIAL,1
854,DOCTOR/A EN SEMIÓTICA,,DOCTORADO EN SEMIÓTICA,R.M./2243/2019,PRESENCIAL,1
855,DOCTOR EN ADMINISTRACIÓN Y POLÍTICA PÚBLICA,,DOCTORADO EN ADMINISTRACIÓN Y POLÍTICA PÚBLICA,R.M./49/2017,PRESENCIAL,1
856,DOCTOR EN ADMINISTRACIÓN Y POLÍTICA PÚBLICA,,,R.M.1498/10,PRESENCIAL,1
857,DOCTOR EN ARQUITECTURA,,DOCTORADO EN ARQUITECTURA,R.M./1325/2013,PRESENCIAL,1
858,DOCTOR EN ARTES,,DOCTORADO EN ARTES,R.M./1626/2016,PRESENCIAL,1
859,DOCTOR EN ARTES,,,R.M.1269/01,PRESENCIAL,1
860,DOCTOR EN BIOQUIMICA CLINICA,,,C.S,PRESENCIAL,1
861,DOCTOR EN CIENCIA DE LA EDUCACIÓN,,DOCTORADO EN CIENCIAS DE LA EDUCACIÓN,C.S - R.M./0856/2014 - R.M./2086/2014 - R.M./2087/2014 - R.M./856/2014,PRESENCIAL,1
862,DOCTOR EN CIENCIAS AGROPECUARIAS,,DOCTORADO EN CIENCIAS AGROPECUARIAS,R.M./1444/2016,PRESENCIAL,1
863,DOCTOR EN CIENCIAS AGROPECUARIAS,,,R.M.1225/99,PRESENCIAL,1
864,DOCTOR EN CIENCIAS ANTROPOLÓGICAS,,,R.M.1503/11,PRESENCIAL,1
865,DOCTOR EN CIENCIAS ANTROPOLÓGICAS,,DOCTORADO EN CIENCIAS ANTROPOLÓGICAS,R.M./2149/2016,PRESENCIAL,1
866,DOCTOR EN CIENCIAS BIOLÓGICAS,,DOCTORADO EN CIENCIAS BIOLÓGICAS,R.M./1251/2017,PRESENCIAL,1
867,DOCTOR EN CIENCIAS BIOLÓGICAS,,DOCTORADO EN CIENCIAS BIOLÓGICAS,R.R.0742/68 - R.M./1244/2015,PRESENCIAL,1
868,DOCTOR EN CIENCIAS BIOLÓGICAS,,DOCTORADO EN CIENCIAS BIOLÓGICAS,R.M./1093/2017,PRESENCIAL,1
869,DOCTOR EN CIENCIAS DE LA COMPUTACIÓN,,,R.M.0064/08,PRESENCIAL,1
870,DOCTOR EN CIENCIAS DE LA COMPUTACIÓN,,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,R.M./471/2017,PRESENCIAL,1
871,DOCTOR EN CIENCIAS DE LA EDUCACIÓN,,DOCTORADO EN CIENCIAS DE LA EDUCACIÓN,R.M./856/2014 - R.M./2087/2014 - R.M./2534/2016,PRESENCIAL,1
872,DOCTOR EN CIENCIAS DE LA INGENIERÍA,,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,R.M./570/2017,PRESENCIAL,1
873,DOCTOR EN CIENCIAS DE LA INGENIERÍA,,,R.M.0684/03,PRESENCIAL,1
874,DOCTOR EN CIENCIAS DE LA SALUD,,DOCTORADO EN CIENCIAS DE LA SALUD,R.M.0788/04 - R.M./1565/2015,PRESENCIAL,1
875,DOCTOR EN CIENCIAS DEL LENGUAJE CON MENCIÓN EN TRADUCTOLOGÍA,,DOCTORADO EN CIENCIAS DEL LENGUAJE CON MENCIÓN EN TRADUCTOLOGÍA,R.M.1078/03 - R.M./3078/2015,PRESENCIAL,1
876,"DOCTOR EN CIENCIAS DEL LENGUAJE, CON MENCIÓN EN TRADUCTOLOGÍA",,"DOCTORADO EN CIENCIAS DEL LENGUAJE, CON MENCIÓN EN TRADUCTOLOGÍA",R.M./1909/2017,PRESENCIAL,1
877,"DOCTOR EN CIENCIAS DEL LENGUAJE, MENCIÓN EN CULTURAS Y LITERATURAS COMPARADAS",,,R.M.1019/03,PRESENCIAL,1
878,"DOCTOR EN CIENCIAS DEL LENGUAJE, MENCIÓN EN CULTURAS Y LITERATURAS COMPARADAS",,"DOCTORADO EN CIENCIAS DEL LENGUAJE, MENCIÓN EN CULTURAS Y LITERATURAS COMPARADAS",R.M./2526/2016,PRESENCIAL,1
879,"DOCTOR EN CIENCIAS DEL LENGUAJE, MENCIÓN EN CULTURAS Y LITERATURAS COMPARADAS",,"DOCTORADO EN CIENCIAS DEL LENGUAJE, MENCIÓN EN CULTURAS Y LITERATURAS COMPARADAS",R.M./885/2017,PRESENCIAL,1
880,"DOCTOR EN CIENCIAS DEL LENGUAJE, MENCIÓN EN LINGÜÍSTICA APLICADA",,"DOCTORADO EN CIENCIAS DEL LENGUAJE, MENCIÓN EN LINGÜÍSTICA APLICADA",R.M.0092/04 - R.M./3079/2015,PRESENCIAL,1
881,"DOCTOR EN CIENCIAS DEL LENGUAJE, MENCIÓN EN LINGÜÍSTICA APLICADA",,"DOCTORADO EN CIENCIAS DEL LENGUAJE, MENCIÓN EN LINGÜÍSTICA APLICADA",R.M./618/2017,PRESENCIAL,1
882,DOCTOR EN CIENCIAS ECONÓMICAS,,,O.C.D 0092/59,PRESENCIAL,1
883,DOCTOR EN CIENCIAS ECONÓMICAS CON MENCIÓN EN CIENCIAS EMPRESARIALES,,DOCTORADO EN CIENCIAS ECONÓMICAS CON MENCIÓN EN CIENCIAS EMPRESARIALES,R.M./514/2017,PRESENCIAL,1
884,DOCTOR EN CIENCIAS ECONÓMICAS CON MENCIÓN EN CIENCIAS EMPRESARIALES,,DOCTORADO EN CIENCIAS ECONÓMICAS CON MENCIÓN EN CIENCIAS EMPRESARIALES,R.M./1999/2019,PRESENCIAL,1
885,DOCTOR EN CIENCIAS ECONÓMICAS CON MENCIÓN EN CIENCIAS EMPRESARIALES,,DOCTORADO EN CIENCIAS ECONÓMICAS CON MENCIÓN EN CIENCIAS EMPRESARIALES,R.M./1570/2016,PRESENCIAL,1
886,DOCTOR EN CIENCIAS ECONÓMICAS CON MENCIÓN EN ECONOMÍA,,DOCTORADO EN CIENCIAS ECONÓMICAS CON MENCIÓN EN ECONOMÍA,R.M./1419/2016,PRESENCIAL,1
887,DOCTOR EN CIENCIAS ECONÓMICAS CON MENCIÓN EN ECONOMÍA,,DOCTORADO EN CIENCIAS ECONÓMICAS CON MENCIÓN EN ECONOMÍA,R.M./1011/2017,PRESENCIAL,1
888,DOCTOR EN CIENCIAS ECONÓMICAS CON MENCIÓN EN ECONOMÍA.,,DOCTORADO EN CIENCIAS ECONÓMICAS CON MENCIÓN EN ECONOMÍA,R.M./1496/2017,PRESENCIAL,1
889,DOCTOR EN CIENCIAS GEOLÓGICAS,,DOCTORADO EN CIENCIAS GEOLÓGICAS,R.M./1962/2017,PRESENCIAL,1
890,DOCTOR EN CIENCIAS GEOLÓGICAS,,,R.R.0742/68,PRESENCIAL,1
891,DOCTOR EN CIENCIAS GEOLÓGICAS,,DOCTORADO EN CIENCIAS GEOLÓGICAS,R.M./562/2017,PRESENCIAL,1
892,DOCTOR EN CIENCIAS QUÍMICAS,,DOCTORADO EN CIENCIAS QUÍMICAS,R.M.0648/09 - R.M./1948/2015,PRESENCIAL,1
893,DOCTOR EN CIENCIAS QUÍMICAS,,DOCTORADO EN CIENCIAS QUÍMICAS,R.M./2455/2016,PRESENCIAL,1
894,DOCTOR EN COMUNICACIÓN SOCIAL,,DOCTORADO EN COMUNICACIÓN SOCIAL,R.M./2842/2015 - R.M./1075/2013,PRESENCIAL,1
895,DOCTOR EN DEMOGRAFÍA,,DOCTORADO EN DEMOGRAFÍA,R.M./2695/2016,PRESENCIAL,1
896,DOCTOR EN DEMOGRAFÍA,,,R.M.1518/05,PRESENCIAL,1
897,DOCTOR EN DERECHO Y CIENCIAS SOCIALES,,,R.R.0564/68,PRESENCIAL,1
898,DOCTOR EN DERECHO Y CIENCIAS SOCIALES,,DOCTORADO EN DERECHO Y CIENCIAS SOCIALES,R.M./899/2017,PRESENCIAL,1
899,DOCTOR EN ESTUDIOS DE GENERO,,,R.M.0370/11,PRESENCIAL,1
900,DOCTOR EN ESTUDIOS SOCIALES AGRARIOS,,,R.M.1858/07,PRESENCIAL,1
901,DOCTOR EN ESTUDIOS SOCIALES AGRARIOS,,DOCTORADO EN ESTUDIOS SOCIALES AGRARIOS,R.M./918/2016,PRESENCIAL,1
902,DOCTOR EN ESTUDIOS SOCIALES AGRARIOS,,DOCTORADO EN ESTUDIOS SOCIALES AGRARIOS,R.M./1497/2016,PRESENCIAL,1
903,DOCTOR EN ESTUDIOS SOCIALES DE AMERICA LATINA,,,R.M.0312/09,PRESENCIAL,1
904,DOCTOR EN ESTUDIOS URBANO REGIONALES,,DOCTORADO EN ESTUDIOS URBANO REGIONALES,R.M./1154/2013,PRESENCIAL,1
905,DOCTOR EN FÍSICA,,DOCTORADO EN FÍSICA,O.C.S 0006/56 - R.M./1214/2015,PRESENCIAL,1
